ID,Type,SKU,Name,Tax class,In stock?,Weight (kg),Regular price,Categories,Tags,Shipping class,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default
31485,variable,GBDCCC00,3D Lightning McQueen Cake,,1,,,"All Cakes, Designer Cakes > Cars Cakes, Designer Cakes",,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3d-lightning-mcqueen-cake.jpg,WEIGHT,"2 Kg, 3 Kg",1,1,2 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31486,variation,,"3D Lightning McQueen Cake - 2 Kg, Egg",parent,1,2,2279,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3d-lightning-mcqueen-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31487,variation,,"3D Lightning McQueen Cake - 2 Kg, Eggless",parent,1,2,2279,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3d-lightning-mcqueen-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31488,variation,,"3D Lightning McQueen Cake - 3 Kg, Egg",parent,1,3,3419,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3d-lightning-mcqueen-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Egg,,1,
31489,variation,,"3D Lightning McQueen Cake - 3 Kg, Eggless",parent,1,3,3419,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3d-lightning-mcqueen-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Eggless,,1,
31490,variable,GBDCSH18,4-in-1 Superhero Cake,,1,,,"All Cakes, Designer Cakes > Captain America Cakes, Designer Cakes, Designer Cakes > Super Hero Cakes",,,https://gurgaonbakers.com/wp-content/uploads/2020/12/4-in-1-superhero-cake.jpg,WEIGHT,"3 Kg, 3.5 Kg, 4 Kg",1,1,3 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31491,variation,,"4-in-1 Superhero Cake - 3 Kg, Egg",parent,1,3,4699,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/4-in-1-superhero-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Egg,,1,
31492,variation,,"4-in-1 Superhero Cake - 3 Kg, Eggless",parent,1,3,4699,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/4-in-1-superhero-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Eggless,,1,
31493,variation,,"4-in-1 Superhero Cake - 3.5 Kg, Egg",parent,1,3.5,5599,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/4-in-1-superhero-cake.jpg,WEIGHT,3.5 Kg,,1,,OPTION,Egg,,1,
31494,variation,,"4-in-1 Superhero Cake - 3.5 Kg, Eggless",parent,1,3.5,5599,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/4-in-1-superhero-cake.jpg,WEIGHT,3.5 Kg,,1,,OPTION,Eggless,,1,
31495,variation,,"4-in-1 Superhero Cake - 4 Kg, Egg",parent,1,4,6399,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/4-in-1-superhero-cake.jpg,WEIGHT,4 Kg,,1,,OPTION,Egg,,1,
31496,variation,,"4-in-1 Superhero Cake - 4 Kg, Eggless",parent,1,4,6399,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/4-in-1-superhero-cake.jpg,WEIGHT,4 Kg,,1,,OPTION,Eggless,,1,
31497,variable,GBWDCK15,Berry Merry Wedding Cake,,1,,,"All Cakes, Anniversary Cakes > Tier Anniversary Cakes, Wedding Cakes",Wedding Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-berry-merry-wedding-cake.jpg,WEIGHT,"11 Kg, 9 Kg",1,1,9 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31498,variation,,"Berry Merry Wedding Cake - 11 Kg, Egg",parent,1,11,13999,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-berry-merry-wedding-cake.jpg,WEIGHT,11 Kg,,1,,OPTION,Egg,,1,
31499,variation,,"Berry Merry Wedding Cake - 11 Kg, Eggless",parent,1,11,13999,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-berry-merry-wedding-cake.jpg,WEIGHT,11 Kg,,1,,OPTION,Eggless,,1,
31500,variation,,"Berry Merry Wedding Cake - 9 Kg, Egg",parent,1,9,11999,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-berry-merry-wedding-cake.jpg,WEIGHT,9 Kg,,1,,OPTION,Egg,,1,
31501,variation,,"Berry Merry Wedding Cake - 9 Kg, Eggless",parent,1,9,11999,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-berry-merry-wedding-cake.jpg,WEIGHT,9 Kg,,1,,OPTION,Eggless,,1,
31502,variable,GBBCAl59,Big Pills Birthday Cake,,1,,,"Birthday Cakes > All Birthday Cakes, All Cakes, Birthday Cakes, Birthday Cakes > Cakes for Brother, Birthday Cakes > Cakes for Friend",,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-big-pills-birthday-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 2 Kg",1,1,0.5 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31503,variation,,"Big Pills Birthday Cake - 1 Kg, Egg",parent,1,1,1899,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-big-pills-birthday-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Egg,,1,
31504,variation,,"Big Pills Birthday Cake - 1 Kg, Eggless",parent,1,1,1899,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-big-pills-birthday-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Eggless,,1,
31505,variation,,"Big Pills Birthday Cake - 2 Kg, Egg",parent,1,2,3699,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-big-pills-birthday-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31506,variation,,"Big Pills Birthday Cake - 2 Kg, Eggless",parent,1,2,3699,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-big-pills-birthday-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31507,variable,GBCUCK00,A Special Gift Cake,,1,,,"All Cakes, Customized Cakes, Cakes for special occasion > Valentine’s Day",Custom Designer cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/11/a-special-gift-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg, 2 Kg",1,1,1 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31508,variation,,"A Special Gift Cake - 1.5 Kg, Egg",parent,1,1.5,2079,,,,https://gurgaonbakers.com/wp-content/uploads/2020/11/a-special-gift-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31509,variation,,"A Special Gift Cake - 1.5 Kg, Eggless",parent,1,1.5,2079,,,,https://gurgaonbakers.com/wp-content/uploads/2020/11/a-special-gift-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
31510,variation,,"A Special Gift Cake - 2 Kg, Egg",parent,1,2,2599,,,,https://gurgaonbakers.com/wp-content/uploads/2020/11/a-special-gift-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31511,variation,,"A Special Gift Cake - 2 Kg, Eggless",parent,1,2,2599,,,,https://gurgaonbakers.com/wp-content/uploads/2020/11/a-special-gift-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31514,variable,GBFLMG00,Aam Maharaja Cake,,1,,,"All Cakes, Cakes by Flavour, Cakes by Flavour > Mango Cakes",Mango cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/12/aam-maharaja-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1,1,0.5 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31515,variation,,"Aam Maharaja Cake - 0.5 Kg, Egg",parent,1,0.5,829,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,0.5 Kg,,1,,OPTION,Egg,,1,
31516,variation,,"Aam Maharaja Cake - 0.5 Kg, Eggless",parent,1,0.5,829,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,0.5 Kg,,1,,OPTION,Eggless,,1,
31517,variation,,"Aam Maharaja Cake - 1 Kg, Egg",parent,1,1,1559,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Egg,,1,
31518,variation,,"Aam Maharaja Cake - 1 Kg, Eggless",parent,1,1,1559,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Eggless,,1,
31519,variation,,"Aam Maharaja Cake - 1.5 Kg, Egg",parent,1,1.5,2339,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31520,variation,,"Aam Maharaja Cake - 1.5 Kg, Eggless",parent,1,1.5,2339,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
31521,variation,,"Aam Maharaja Cake - 2 Kg, Egg",parent,1,2,3119,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31522,variation,,"Aam Maharaja Cake - 2 Kg, Eggless",parent,1,2,3119,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31523,variable,GBDCNC10,Wow! ABC and 123 Cake,,1,,,"All Cakes, Designer Cakes > Alphabet And Number Cakes, Designer Cakes, Fondant Cakes","Alphabet cake in Gurgaon, Fondant cake in Gurgaon, Number cake in Gurgaon",,https://gurgaonbakers.com/wp-content/uploads/2020/10/abc-and-123-cake.jpg,WEIGHT,"2 Kg, 2.5 Kg",1,1,2 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31524,variation,,"Wow! ABC and 123 Cake - 2 Kg, Egg",parent,1,2,2499,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/abc-and-123-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31525,variation,,"Wow! ABC and 123 Cake - 2 Kg, Eggless",parent,1,2,2499,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/abc-and-123-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31526,variation,,"Wow! ABC and 123 Cake - 2.5 Kg, Egg",parent,1,2.5,3099,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/abc-and-123-cake.jpg,WEIGHT,2.5 Kg,,1,,OPTION,Egg,,1,
31527,variation,,"Wow! ABC and 123 Cake - 2.5 Kg, Eggless",parent,1,2.5,3099,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/abc-and-123-cake.jpg,WEIGHT,2.5 Kg,,1,,OPTION,Eggless,,1,
31528,variable,GBDCCA20,Action Packed Little Singham cake,,1,,,"All Cakes, Designer Cakes > Cartoon Cakes, Designer Cakes, Designer Cakes > Little Singham Cakes",,,https://gurgaonbakers.com/wp-content/uploads/2020/12/action-packed-little-singham-cake.jpg,WEIGHT,"2 Kg, 3 Kg",1,1,2 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31529,variation,,"Action Packed Little Singham cake - 3 Kg, Egg",parent,1,3,3699,,,,https://gurgaonbakers.com/wp-content/uploads/2020/11/action-packed-little-singham-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Egg,,1,
31530,variation,,"Action Packed Little Singham cake - 3 Kg, Eggless",parent,1,3,3699,,,,https://gurgaonbakers.com/wp-content/uploads/2020/11/action-packed-little-singham-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Eggless,,1,
31533,variable,GBDCFA04,Adios Amigos Cake,,1,,,"All Cakes, Designer Cakes, Designer Cakes > Farewell Cakes",,,https://gurgaonbakers.com/wp-content/uploads/2020/12/adios-amigos-cake.jpg,WEIGHT,"2 Kg, 2.5 Kg, 3 Kg",1,1,2 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31534,variation,,"Adios Amigos Cake - 2 Kg, Egg",parent,1,2,2799,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adios-amigos-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31535,variation,,"Adios Amigos Cake - 2 Kg, Eggless",parent,1,2,2799,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adios-amigos-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31536,variation,,"Adios Amigos Cake - 2.5 Kg, Egg",parent,1,2.5,3499,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adios-amigos-cake.jpg,WEIGHT,2.5 Kg,,1,,OPTION,Egg,,1,
31537,variation,,"Adios Amigos Cake - 2.5 Kg, Eggless",parent,1,2.5,3499,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adios-amigos-cake.jpg,WEIGHT,2.5 Kg,,1,,OPTION,Eggless,,1,
31538,variation,,"Adios Amigos Cake - 3 Kg, Egg",parent,1,3,4099,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adios-amigos-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Egg,,1,
31539,variation,,"Adios Amigos Cake - 3 Kg, Eggless",parent,1,3,4099,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adios-amigos-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Eggless,,1,
31540,variable,GBDCBS02,Adorable Blue and Pink Polka Dots Cake,,1,,,"All Cakes, Designer Cakes > Baby shower Cakes, Designer Cakes",Baby Shower Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/11/adorable-blue-and-pink-polka-dots-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg",1,1,1 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31541,variation,,"Adorable Blue and Pink Polka Dots Cake - 1 Kg, Egg",parent,1,1,1649,,,,https://gurgaonbakers.com/wp-content/uploads/2020/11/adorable-blue-and-pink-polka-dots-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Egg,,1,
31542,variation,,"Adorable Blue and Pink Polka Dots Cake - 1 Kg, Eggless",parent,1,1,1649,,,,https://gurgaonbakers.com/wp-content/uploads/2020/11/adorable-blue-and-pink-polka-dots-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Eggless,,1,
31543,variation,,"Adorable Blue and Pink Polka Dots Cake - 1.5 Kg, Egg",parent,1,1.5,2469,,,,https://gurgaonbakers.com/wp-content/uploads/2020/11/adorable-blue-and-pink-polka-dots-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31544,variation,,"Adorable Blue and Pink Polka Dots Cake - 1.5 Kg, Eggless",parent,1,1.5,2469,,,,https://gurgaonbakers.com/wp-content/uploads/2020/11/adorable-blue-and-pink-polka-dots-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
31545,variable,GBDCMM01,Mickey Mouse Adorable Cake,,1,,,"All Cakes, Birthday Cakes > Birthday Photo Cakes, Birthday Cakes > Cakes For Kids, Designer Cakes > Cartoon Cakes, Designer Cakes, Designer Cakes > Mickey Cakes, Photo Cakes",Photo cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-mickey-mouse-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg, 2 Kg",1,1,1 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31546,variation,,"Mickey Mouse Adorable Cake - 1.5 Kg, Egg",parent,1,1.5,1849,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-mickey-mouse-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31547,variation,,"Mickey Mouse Adorable Cake - 1.5 Kg, Eggless",parent,1,1.5,1849,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-mickey-mouse-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
31548,variation,,"Mickey Mouse Adorable Cake - 2 Kg, Egg",parent,1,2,2699,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-mickey-mouse-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31549,variation,,"Mickey Mouse Adorable Cake - 2 Kg, Eggless",parent,1,2,2699,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-mickey-mouse-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31554,variable,GBDCMN05,Adorable Minion Cake,,1,,,"All Cakes, Designer Cakes, Designer Cakes > Minion Cakes",,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-minion-cake.jpg,WEIGHT,"2 Kg, 3 Kg",1,1,2 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31555,variation,,"Adorable Minion Cake - 2 Kg, Egg",parent,1,2,2499,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-minion-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31556,variation,,"Adorable Minion Cake - 2 Kg, Eggless",parent,1,2,2499,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-minion-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31557,variation,,"Adorable Minion Cake - 3 Kg, Egg",parent,1,3,3399,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-minion-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Egg,,1,
31558,variation,,"Adorable Minion Cake - 3 Kg, Eggless",parent,1,3,3399,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-minion-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Eggless,,1,
31559,variable,GBDCJC11,Safari in Africa Cake,,1,,,"All Cakes, Birthday Cakes > Birthday Photo Cakes, Birthday Cakes > Cakes For Kids, Designer Cakes, Designer Cakes > Jungle Theme Cakes, Photo Cakes",Photo cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/african-safari-cake.jpg,WEIGHT,"1 Kg, 2 Kg",1,1,1 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31560,variation,,"Safari in Africa Cake - 1 Kg, Egg",parent,1,1,1699,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/african-safari-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Egg,,1,
31561,variation,,"Safari in Africa Cake - 1 Kg, Eggless",parent,1,1,1699,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/african-safari-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Eggless,,1,
31562,variation,,"Safari in Africa Cake - 2 Kg, Egg",parent,1,2,2599,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/african-safari-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31563,variation,,"Safari in Africa Cake - 2 Kg, Eggless",parent,1,2,2599,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/african-safari-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31564,variable,GBSOFF00,Healthy Banana Oatmeal Cake,,1,,,"All Cakes, Cakes for special occasion > Bhai Dooj, Corporate Cakes, Cakes for special occasion > Diwali, Cakes by Flavour > Dry Sponge Cakes, For Fitness freaks, Cakes for special occasion > Grandparents Day, Cakes for special occasion > Parent's Day, Cakes for special occasion > Raksha Bandhan, Cakes for special occasion > Teacher's Day","Dry cake in Gurgaon, Healthy cake in Gurgaon, Sponge cake in Gurgaon, Teacake in Gurgaon",,https://gurgaonbakers.com/wp-content/uploads/2020/10/amazing-banana-otmeal-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg, 2 Kg",1,1,1 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31565,variation,,"Healthy Banana Oatmeal Cake - 1 Kg, Egg",parent,1,1,1549,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/amazing-banana-otmeal-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Egg,,1,
31566,variation,,"Healthy Banana Oatmeal Cake - 1 Kg, Eggless",parent,1,1,1549,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/amazing-banana-otmeal-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Eggless,,1,
31567,variation,,"Healthy Banana Oatmeal Cake - 1.5 Kg, Egg",parent,1,1.5,2299,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/amazing-banana-otmeal-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31568,variation,,"Healthy Banana Oatmeal Cake - 1.5 Kg, Eggless",parent,1,1.5,2299,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/amazing-banana-otmeal-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
